Datetime,Close,High,Low,Open,Volume
2026-05-07 10:05:00+05:30,24328.30078125,24374.44921875,24315.25,24370.75,0
2026-05-07 10:10:00+05:30,24323.650390625,24337.44921875,24310.0,24328.30078125,0
2026-05-07 10:15:00+05:30,24349.05078125,24350.80078125,24321.599609375,24324.650390625,0
2026-05-07 10:20:00+05:30,24353.150390625,24355.94921875,24344.94921875,24349.400390625,0
2026-05-07 10:25:00+05:30,24360.30078125,24368.900390625,24348.75,24353.19921875,0
2026-05-07 10:30:00+05:30,24367.30078125,24375.55078125,24360.30078125,24360.30078125,0
2026-05-07 10:35:00+05:30,24364.599609375,24368.25,24352.849609375,24367.25,0
2026-05-07 10:40:00+05:30,24373.44921875,24374.849609375,24358.69921875,24364.75,0
2026-05-07 10:45:00+05:30,24360.44921875,24379.05078125,24356.30078125,24372.5,0
2026-05-07 10:50:00+05:30,24351.599609375,24360.80078125,24332.44921875,24359.94921875,0
2026-05-07 10:55:00+05:30,24340.849609375,24353.05078125,24334.400390625,24351.400390625,0
2026-05-07 11:00:00+05:30,24332.94921875,24343.75,24330.099609375,24341.0,0
2026-05-07 11:05:00+05:30,24320.0,24336.5,24316.150390625,24332.349609375,0
2026-05-07 11:10:00+05:30,24317.75,24322.150390625,24310.05078125,24320.19921875,0
2026-05-07 11:15:00+05:30,24318.400390625,24332.25,24314.0,24328.55078125,0
2026-05-07 11:20:00+05:30,24309.150390625,24319.69921875,24293.25,24318.349609375,0
2026-05-07 11:25:00+05:30,24306.44921875,24309.900390625,24289.80078125,24309.349609375,0
2026-05-07 11:30:00+05:30,24323.400390625,24349.80078125,24306.349609375,24306.94921875,0
2026-05-07 11:35:00+05:30,24313.849609375,24324.5,24311.900390625,24323.55078125,0
2026-05-07 11:40:00+05:30,24288.5,24316.05078125,24288.400390625,24314.80078125,0
2026-05-07 11:45:00+05:30,24305.650390625,24308.30078125,24284.650390625,24287.80078125,0
2026-05-07 11:50:00+05:30,24321.30078125,24331.599609375,24305.69921875,24305.80078125,0
2026-05-07 11:55:00+05:30,24340.55078125,24346.849609375,24320.349609375,24321.150390625,0
